,NOC,Year,Medal
244976,TUR,1952,
244977,TUR,1952,
244978,PNG,1992,
244979,PNG,1992,
244980,PNG,1992,
244981,SLE,1996,
244982,SLE,2012,
244983,SLE,1968,
244984,SLE,1992,
244985,SLE,1992,
244986,SLE,1996,
244987,SLE,1996,
244988,UZB,2000,
244989,ITA,1932,
244990,EST,1996,
244991,ETH,1996,
244992,USA,1932,
244993,ROU,1980,
244994,ROU,1964,Bronze
244995,ROU,1968,Silver
244996,ITA,1948,
244997,ITA,1948,Silver
244998,ITA,1972,
244999,URS,1988,
245000,EUN,1992,
245001,UZB,2004,
245002,UZB,2004,
245003,BLR,2004,
245004,RUS,2004,
245005,RUS,2004,
245006,URS,1976,Gold
245007,URS,1980,Gold
245008,URS,1988,Bronze
245009,ITA,1952,
245010,ITA,2004,
245011,HON,2000,
245012,ESA,2016,
245013,ITA,1948,
245016,CAN,1988,
245017,CAN,1976,
245018,CAN,2000,
245019,CAN,2004,
245024,CAN,2000,
245025,HUN,1936,
245026,ROU,1972,
245027,ROU,1972,
245028,ROU,1972,
245029,ROU,1972,
245030,ROU,1972,
245031,ROU,1972,
245032,ITA,1992,
245033,POL,1936,
245034,UZB,2016,
245038,ROU,1972,
245041,ITA,1996,
245042,RUS,2008,Silver
245043,RUS,2012,
245044,CAN,2000,Bronze
245045,CAN,2004,
245053,FRA,1936,
245054,UZB,2000,
245055,TUR,1936,
245056,EST,2004,
245057,GBR,1988,
245058,GBR,1988,
245059,ARG,1984,
245060,ARG,1984,
245061,ARG,1984,
245062,ARG,1988,
245063,ARG,1988,
245064,FRA,2012,
245065,SUI,1948,
245066,DEN,1908,
245067,DEN,1920,Gold
245068,YUG,1948,
245069,YUG,1948,
245070,URS,1968,
245071,URS,1968,Gold
245072,URS,1968,
245073,URS,1968,
245074,URS,1968,
245075,URS,1968,
245076,URS,1972,Gold
245077,URS,1972,Gold
245078,URS,1972,Silver
245079,URS,1972,Bronze
245080,URS,1972,
245081,URS,1972,
245082,URS,1976,Bronze
245083,URS,1976,Gold
245084,URS,1976,Silver
245085,URS,1976,Silver
245086,URS,1976,
245087,URS,1976,
245088,ITA,2004,
245089,ITA,2004,Silver
245090,ITA,2008,
245091,ITA,2008,
245092,SWE,1960,
245093,ISR,1976,
245094,TUR,1928,
245095,TUR,1928,
245096,PAK,1948,
245097,PAK,1952,
245098,TUN,2000,
245099,USA,1924,Gold
245100,FIN,1948,
245101,FIN,1952,Bronze
245102,TUR,1988,
245103,UKR,2016,
245106,NED,1924,
245107,SWE,1996,
245108,NED,2016,
245109,URS,1980,
245110,SUI,1920,
245112,FRA,1952,Gold
245113,FRA,1960,
245114,URS,1988,Silver
245115,EUN,1992,Bronze
245116,KAZ,1996,
245117,GEO,2012,
245118,GEO,2016,Bronze
245119,GEO,1996,
245120,GBR,1908,Bronze
245121,ARG,1948,
245122,USA,1936,
245123,AUS,2000,Gold
245124,GBR,1920,
245125,GBR,1920,
245126,GBR,1920,Gold
245127,GBR,1908,Bronze
245128,CAN,1908,Gold
245129,AUS,1988,
245130,AUS,1988,Bronze
245131,HKG,1964,
245132,HKG,1968,
245133,GBR,2004,
245134,GBR,2004,
245135,AUS,2016,Gold
245136,GBR,2004,
245137,GBR,2008,
245138,GBR,2012,
245139,USA,1976,
245140,USA,1984,
245141,USA,1996,
245142,AUS,2016,
245143,USA,1976,
245144,NZL,1956,
245145,NZL,1960,
245152,AUS,1976,
245153,AUS,1980,
245154,AUS,1984,
245155,USA,1948,Gold
245156,USA,1904,
245157,USA,1904,
245158,USA,1956,
245159,ROU,1980,
245160,ROU,1980,Silver
245161,ROU,1980,
245162,ROU,1980,
245163,ROU,1980,
245164,ROU,1980,
245165,ANT,1976,
245166,ANT,1976,
245167,NZL,2016,
245168,GBR,1948,
245169,GBR,1948,
245170,GBR,1948,
245171,GBR,1948,
245172,GBR,1948,
245173,GBR,1948,
245174,GBR,1948,
245175,GBR,1948,
245176,GBR,1952,
245177,GBR,1952,
245178,GBR,1952,
245179,GBR,1952,
245180,GBR,1952,
245181,GBR,1952,
245182,GBR,1952,
245183,GBR,1952,
245184,GBR,1956,
245185,GBR,1956,
245186,GBR,1956,
245187,GBR,1956,
245188,GBR,1956,
245189,GBR,1956,
245190,GBR,1956,
245191,GBR,1928,
245192,CAN,1936,
245193,CAN,1936,
245194,CAN,1936,
245195,AUS,2012,Bronze
245196,AUS,2016,
245198,GBR,2012,
245199,CAN,1920,
245200,AUS,1936,
245201,USA,1948,Gold
245202,JAM,1996,
245203,JAM,1996,
245204,AUS,1964,Silver
245205,AUS,1964,
245206,USA,2004,
245207,USA,2004,
245208,USA,2008,Bronze
245209,USA,2008,
245210,USA,2012,
245212,USA,1984,Gold
245213,NZL,2012,
245214,USA,1984,Bronze
245215,GBR,2008,
245216,ITA,1972,
245217,ITA,1972,
245218,ITA,1976,
245219,ITA,1976,
245220,AUS,1980,
245221,AUS,1984,
245222,NZL,2000,
245223,GBR,1968,
245224,GBR,1968,
245225,USA,1932,
245226,CAN,1984,Gold
245227,GBR,2012,
245228,GBR,2012,
245229,GBR,2012,
245230,GBR,1900,Gold
245233,GBR,1952,
245234,GBR,1956,
245235,GBR,1988,
245236,GBR,1992,
245237,CAN,1984,
245238,AUS,2004,
245239,GBR,1952,
245240,GBR,1952,
245241,CAN,1976,
245245,HUN,1964,
245246,HUN,1964,
245247,HUN,1968,
245248,HUN,1968,
245249,HUN,1968,
245250,HUN,1968,
245251,HUN,1972,
245252,HUN,1972,
245253,HUN,1972,
245254,HUN,1972,
245255,HUN,1972,
245256,RUS,2004,
245257,RUS,2008,
245258,BLR,2004,
245259,BLR,2008,
245260,URS,1952,
245261,URS,1952,
245262,URS,1956,
245263,POL,1928,
245264,POL,1988,
245265,GDR,1972,
245266,GDR,1972,
245267,GBR,1972,Bronze
245268,ZIM,1964,
245269,GBR,1924,
245270,GBR,1928,
245271,GBR,1948,
245272,CHI,1928,
245273,AUS,1976,
245274,AUS,1976,
245276,ARG,1976,
245278,AUS,2016,
245279,ITA,2012,
245280,ITA,2012,
245281,ITA,2016,
245282,ITA,1968,Silver
245283,ESP,1976,
245285,POL,1948,Gold
245286,UZB,2016,
245287,RUS,2008,
245288,RUS,2008,
245289,RUS,2012,
245290,TTO,1956,
245291,AUS,1984,Gold
245292,HUN,1988,
245295,FIN,1980,
245296,FIN,2000,
245300,TUR,1972,
245301,GBR,1992,
245302,GBR,1996,
245304,TCH,1992,
245305,ROU,1972,
245306,HUN,1988,Bronze
245307,AUT,1936,
245308,SUI,1936,
245309,TUR,1936,
245310,ESP,1920,
245311,ALB,1972,
245312,GEO,2000,
245313,GEO,2004,
245314,GEO,2008,Bronze
245315,GEO,2012,
245316,HUN,1996,
245317,HUN,1964,
245318,LTU,2016,
245319,HUN,1928,
245322,RUS,1996,
245323,RUS,1996,
245324,RUS,2004,
245325,RUS,2004,
245326,FRG,1972,
245327,RUS,2016,
245328,RUS,2016,Silver
245329,RUS,2016,
245330,RUS,2016,
245331,RUS,2016,
245332,RUS,2016,
245333,ROU,1972,
245334,FRG,1988,
245337,USA,1904,Silver
245338,USA,1904,Silver
245339,USA,1932,Bronze
245340,USA,1932,Bronze
245341,USA,1936,
245342,USA,1936,
245343,USA,1984,
245344,AUS,2012,
245345,GBR,2016,
245346,GBR,2016,
245347,GBR,2016,
245348,AUS,1960,
245351,TUR,1988,
245361,ESP,2008,
245362,FIN,1948,Silver
245365,FIN,1920,Gold
245366,FIN,1924,
245367,FIN,1924,Bronze
245368,FIN,1928,
245369,FIN,1928,Bronze
245370,NED,1988,
245371,SAM,1984,
245372,MGL,1964,
245373,SWE,1932,
245374,SWE,1936,
245375,MGL,2004,
245376,FIJ,2016,Gold
245377,INA,2000,
245378,HUN,1952,
245379,ITA,1928,
245380,SVK,2012,
245381,SVK,2012,
245382,SVK,2016,
245383,SVK,2016,
245384,TUR,2000,
245385,TUR,2000,
245386,TUR,2004,
245387,TUR,2012,
245388,ITA,1996,
245389,ITA,1906,
245391,NOR,1912,
245392,NOR,1976,
245393,NOR,1960,
245397,UKR,2012,
245398,EUN,1992,
245399,EUN,1992,
245400,UKR,2004,
245402,ROU,2016,
245403,NOR,1936,Silver
245406,NOR,1972,
245407,NOR,1976,Silver
245410,LTU,2016,
245411,LTU,2016,
245412,LTU,2016,
245413,LTU,2016,
245414,LTU,2016,
245415,LTU,2016,
245416,LTU,2016,
245417,YUG,1972,
245418,SLO,2008,
245419,SLO,2012,
245420,BOH,1908,
245421,BOH,1908,
245422,BOH,1908,
245423,BOH,1912,
245424,BOH,1912,
245425,TCH,1920,
245426,TCH,1920,
245427,TCH,1920,
245428,TCH,1920,
245429,NZL,2004,
245430,NZL,2008,Bronze
245431,GBR,1948,
245432,CAN,1904,Gold
245438,POL,1952,
245439,POL,1952,
245440,POL,2000,
245441,POL,2000,
245442,POL,2004,
245443,POL,2008,
245444,POL,2008,
245445,POL,2008,
245446,POL,1972,
245447,GBR,2004,
245448,GBR,2004,
245449,GBR,2004,
245450,GBR,2004,
245451,GBR,2004,
245452,GBR,2004,
245453,GBR,2008,
245454,GBR,2008,
245455,GBR,2008,
245456,GBR,2008,
245457,GBR,2012,
245458,GBR,2012,
245459,GBR,2012,Bronze
245460,LBR,1984,
245461,LBR,1984,
245462,LBR,1988,
245463,GBR,2008,
245464,GBR,2016,
245465,GER,1952,
245466,NZL,2008,
245467,NZL,2012,
245468,NZL,2016,
245469,GBR,2012,Bronze
245470,GBR,2016,Gold
245471,USA,1984,Silver
245472,USA,1992,Bronze
245473,USA,1996,
245474,GBR,1956,
245475,AUS,2004,
245476,AUS,2008,
245477,FRG,1988,
245478,IRL,2012,
245479,ESP,1972,
245480,ESP,1976,
245481,GHA,2000,
245482,GHA,2000,
245483,GHA,2000,
245484,AUS,2016,
245485,AUS,2016,Bronze
245486,KGZ,2016,
245487,KAZ,2008,
245488,SVK,2016,
245489,CZE,2000,
245490,BOH,1908,
245491,GBR,1908,
245505,KAZ,1996,
245506,USA,1896,Silver
245509,USA,1996,Gold
245512,USA,1972,
245513,USA,1972,Gold
245516,CAN,2008,
245517,CAN,2012,
245522,AUS,1996,Bronze
245523,POL,1976,
245526,FIN,1952,
245527,CYP,1984,
245528,CYP,1988,
245530,POL,2008,
245531,POL,2012,
245532,UKR,2012,
245533,UKR,2008,
245534,UKR,2012,
245535,UKR,2016,Silver
245536,URS,1988,Bronze
245537,EUN,1992,Gold
245538,KAZ,2012,
245539,KAZ,2016,
245540,NZL,1956,
245541,BAH,1996,
245542,BAH,2000,
245543,BAH,2016,
245549,FIN,1948,Gold
245550,KGZ,2012,
245551,KGZ,2016,
245552,RUS,1996,
245553,RUS,2000,
245554,TCH,1920,
245555,NOR,1972,
245557,GBR,1948,
245558,UKR,1996,
245561,UKR,2000,
245562,UKR,2000,
245563,UKR,2000,
245564,UKR,2000,
245565,UKR,2000,
245566,UKR,2000,
245567,GBR,1908,Silver
245568,URS,1980,Bronze
245569,URS,1980,
245570,URS,1952,
245571,URS,1956,Gold
245572,URS,1988,
245573,URS,1988,Bronze
245574,URS,1956,Bronze
245575,URS,1960,
245576,URS,1960,
245577,RSA,2004,
245578,RSA,2004,
245579,GBR,1900,Gold
245580,GBR,1900,Gold
245581,RSA,1992,
245582,NOR,2008,
245583,NOR,2008,
245584,NOR,2012,
245585,NOR,2016,
245586,NOR,2000,Silver
245587,NOR,2004,
245588,NOR,2008,Silver
245589,FRA,1984,
245590,FRA,1988,
245591,FRA,1992,
245592,POL,2008,
245593,BEL,1984,
245594,BEL,1984,
245595,BEL,1924,
245596,BEL,1924,
245597,BEL,1924,
245598,CAN,1952,
245599,CAN,1956,
245600,URS,1952,Gold
245601,URS,1956,Gold
245602,URS,1960,Silver
245603,RUS,1996,
245604,RUS,2004,Bronze
245605,KGZ,2008,Bronze
245607,URS,1988,Gold
245609,EUN,1992,
245610,UZB,1996,
245611,KAZ,1996,
245612,URS,1964,Gold
245613,TJK,2016,
245614,URS,1972,Gold
245615,URS,1952,
245616,USA,1964,Gold
245617,USA,1964,Silver
245618,USA,1968,Gold
245619,USA,1968,
245620,USA,1968,Gold
245626,FIN,1972,
245627,GRE,2004,
245628,GRE,1906,
245629,GRE,1906,
245630,GRE,2004,
245631,GRE,2004,
245632,GRE,1906,
245633,GRE,1906,
245634,GRE,1996,
245635,GRE,1906,
245636,GRE,1906,
245637,GRE,1906,
245638,GRE,2012,
245639,GRE,2016,
245640,GRE,2004,
245641,GRE,1972,
245642,GRE,1976,
245643,GRE,1906,
245644,GRE,1906,
245645,GRE,1906,
245646,GRE,1968,
245647,GRE,1948,
245648,GER,2000,
245649,GER,2004,
245650,KOR,1996,
245651,KOR,1996,
245652,KOR,2000,
245653,KOR,2000,
245654,KOR,1988,
245655,HKG,1984,
245656,HKG,1988,
245657,HKG,1992,
245658,KOR,1996,Silver
245659,KOR,1948,
245660,KOR,2004,
245661,KOR,2004,
245662,KOR,1964,
245663,KOR,1988,
245664,KOR,1988,
245665,CHI,1972,
245666,NGR,1988,
245667,EST,1936,
245668,NGR,1980,
245669,NGR,1980,
245670,NGR,1996,
245671,DOM,2000,
245672,DOM,2004,
245673,ITA,1992,
245674,ITA,1996,
245675,URS,1988,Silver
245676,LTU,1992,Gold
245677,LTU,2000,
245678,GER,1992,
245679,GER,1992,
245680,GER,1996,
245687,ITA,1920,
245688,ITA,1984,
245689,ITA,1984,
245690,VEN,2012,
245691,VEN,2016,
245692,YUG,1972,
245694,URU,1948,
245695,URU,1948,
245696,ITA,2012,
245697,ITA,2016,
245698,ITA,1992,
245699,PER,2000,
245700,USA,2012,
245701,JPN,2008,
245702,JPN,1920,
245703,JPN,1920,
245704,JPN,1920,
245705,JPN,1920,
245706,JPN,2012,
245707,JPN,2016,
245708,JPN,2016,
245709,JPN,2016,
245710,JPN,2008,
245711,JPN,2008,
245712,JPN,1976,
245713,JPN,1976,
245714,JPN,1984,
245715,JPN,1984,
245716,JPN,1936,
245717,JPN,1936,
245718,JPN,1960,
245719,JPN,1964,
245720,JPN,1952,
245721,JPN,2016,
245722,JPN,2008,Silver
245723,JPN,2008,Silver
245724,JPN,2008,
245725,JPN,2008,
245726,JPN,2008,
245727,JPN,2008,
245728,JPN,2008,
245729,JPN,2012,Gold
245730,JPN,2012,Silver
245731,JPN,2012,Silver
245732,JPN,2012,
245733,JPN,2012,
245734,JPN,2012,
245735,JPN,2012,
245736,JPN,2016,Gold
245737,JPN,2016,Gold
245738,JPN,2016,
245739,JPN,2016,
245740,JPN,2016,
245741,JPN,2016,
245742,JPN,2016,
245743,JPN,1956,
245744,JPN,1960,
245745,JPN,1964,
245746,JPN,1964,
245747,JPN,1988,
245748,JPN,1992,
245749,JPN,1992,
245750,JPN,2004,Gold
245751,JPN,2008,Gold
245752,JPN,2004,
245753,JPN,1988,
245754,JPN,1976,
245755,JPN,1996,
245756,JPN,1996,
245757,JPN,1996,
245758,JPN,1996,
245759,JPN,1996,
245760,JPN,1996,
245761,JPN,1996,
245762,JPN,1996,
245763,JPN,1996,
245764,JPN,2016,
245765,JPN,2016,
245766,JPN,2016,
245767,USA,1948,
245768,USA,1956,
245769,USA,1956,
245770,TUR,2012,
245771,ANG,1992,
245772,ANG,1996,
245773,PAK,1968,Gold
245774,AFG,1936,
245775,URS,1964,
245776,UKR,2000,
245777,UKR,2008,
245778,URS,1952,
245779,URS,1956,
245780,EST,2012,
245781,SWE,1956,
245782,SWE,1956,
245783,SWE,1960,
245784,SWE,1960,
245785,CRO,2008,
245786,CRO,2008,
245787,CRO,2008,Silver
245788,CRO,2012,
245789,CRO,2016,
245790,GBR,2004,
245791,ITA,1968,
245792,ITA,1972,
245795,ARG,1948,
245796,ARG,1952,
245797,GER,1936,
245798,ROU,1972,
245799,RUS,2008,
245800,NGR,1980,
245801,NGR,1980,
245802,NGR,2016,Bronze
245803,NGR,2000,Gold
245804,NGR,2004,Bronze
245806,URS,1952,Gold
245809,NGR,2004,
245810,NGR,2012,
245811,NGR,2012,
245812,NGR,2004,
245813,THA,1964,
245814,THA,1968,
245815,YUG,1980,
245816,YUG,1980,
245817,SCG,2004,Silver
245818,SRB,2008,Bronze
245819,SRB,2012,Bronze
245820,URS,1988,
245821,URS,1988,
245827,URS,1952,
245828,URS,1952,
245829,URS,1956,
245830,URS,1956,
245834,LAT,1992,
245835,LAT,1992,
245836,ROU,2000,
245837,SRI,2012,
245838,HUN,1980,Bronze
245839,THA,2016,
245840,AUS,1976,
245841,GER,1928,
245842,JPN,2008,
245843,JPN,2012,
245844,JPN,2016,
245845,JPN,1976,
245846,JPN,1976,
245847,JPN,2008,
245848,JPN,2008,
245849,JPN,2008,
245850,JPN,2008,
245851,JPN,2012,
245852,JPN,2012,
245853,JPN,2012,
245854,JPN,2012,Bronze
245855,JPN,2016,
245856,JPN,1924,
245857,JPN,1956,
245858,JPN,1956,
245859,JPN,1972,
245860,JPN,1972,
245861,JPN,2004,Bronze
245862,JPN,2008,
245869,JPN,2016,
245870,GER,1952,
245876,ESP,2004,
245877,ESP,2000,
245878,ESP,2004,
245879,ESP,2012,
245880,PHI,1964,
245886,JPN,1976,Gold
245887,JPN,1996,
245888,JPN,2008,
245889,JPN,2008,
245890,JPN,2008,
245891,JPN,2008,
245892,JPN,2008,
245893,JPN,1984,
245901,JPN,2000,
245902,JPN,2004,Gold
245903,JPN,2008,Gold
245904,JPN,1936,
245906,JPN,2008,
245907,JPN,2012,Bronze
245908,JPN,2004,Bronze
245909,JPN,2008,Gold
245910,NRU,2016,
245911,JPN,1952,
245912,JPN,1952,
245913,JPN,1952,Silver
245914,JPN,1952,Bronze
245915,JPN,1952,
245916,JPN,1952,
245917,JPN,1952,
245918,JPN,1952,
245920,JPN,1992,
245921,JPN,1984,
245922,JPN,1964,Gold
245923,JPN,1968,Gold
245924,GER,1908,
245925,GER,1908,
245926,GER,1908,
245927,GER,1908,
245928,GER,1908,
245929,JPN,2008,
245930,JPN,2012,
245931,RUS,2000,
245932,RUS,2000,
245933,RUS,2000,
245934,ITA,1996,
245935,ITA,1996,Silver
245936,ESP,2000,Bronze
245937,ESP,2012,
245939,ESP,1992,
245940,CHI,1924,
245941,CHI,1928,
245942,ESP,1972,
245943,ESP,1972,
245944,ESP,1972,
245945,ESP,1972,
245946,ESP,1972,
245947,ESP,1972,
245948,ESP,1972,
245949,CUB,2008,Bronze
245950,NGR,1984,Bronze
245951,NGR,1988,
245952,NGR,2012,
245953,GBR,2016,
245954,SWE,1920,
245955,SWE,1912,Bronze
245956,SWE,1920,
245957,SWE,1920,
245958,SWE,1924,Bronze
245959,SWE,1924,
245960,SWE,1928,
245961,SWE,1928,
245962,ITA,1972,
245963,GER,1912,
245964,FRA,1968,
245965,SUI,2016,
245966,SUI,2016,
245967,SUI,2016,
245968,URS,1960,Silver
245969,MKD,1996,
245970,RUS,1996,
245971,URS,1976,
245972,URS,1976,
245973,URS,1980,Bronze
245974,URS,1980,Gold
245975,NGR,1996,
245976,NGR,2000,
245977,BHU,1996,
245978,HUN,1924,
245979,HUN,1924,
245980,USA,1920,
245981,GER,1908,
245982,USA,2012,
245983,HUN,1928,
245987,GER,1912,
245988,FRG,1976,
245989,FRG,1976,
245990,GDR,1968,
245991,FRG,1988,
245992,GDR,1968,
245993,GDR,1972,
245994,GDR,1972,
245995,GDR,1980,Silver
245996,FRG,1972,
245997,GDR,1976,Silver
245998,GDR,1980,Bronze
245999,GER,1936,
246000,HUN,1924,Silver
246001,POL,1976,
246002,POL,1976,
246003,POL,1976,
246004,POL,1976,
246005,POL,1976,
246006,POL,1976,
246007,POL,1976,
246008,POL,1976,
246009,GER,1992,
246010,GER,1996,
246013,USA,1964,
246023,CZE,2004,
246024,CZE,2008,
246025,TPE,1964,
246026,TPE,1964,
246027,TPE,1964,
246028,TPE,1964,
246029,TPE,1964,
246030,TPE,1964,
246031,TPE,1964,
246032,TPE,1964,
246033,EST,2016,
246034,NED,2008,
246036,NED,2016,Bronze
246037,GBR,2016,
246038,GBR,2016,
246039,CRO,1996,
246040,CRO,1996,
246041,CRO,1996,
246042,CZE,2000,
246043,HUN,1996,
246044,HUN,1912,
246045,HUN,1912,
246046,HUN,2008,
246047,HUN,1936,
246050,NGR,2016,
246051,RUS,2012,Gold
246052,URS,1952,
246053,CRO,2008,
246054,CRO,2016,
246056,FIN,1972,
246057,FIN,1976,Gold
246058,FIN,1980,
246059,FIN,1992,
246060,FIN,1992,
246061,NGR,2016,
246064,RUS,2012,
246065,RUS,2016,
246066,JPN,1936,
246067,RUS,2000,
246068,LAT,1924,
246069,LAT,1928,
246070,KAZ,2012,
246071,CUB,1992,Gold
246072,CUB,1996,Gold
246073,CUB,2000,Silver
246074,DEN,2016,
246081,KAZ,2016,Bronze
246082,URS,1976,Silver
246083,LTU,2016,
246084,FRG,1988,
246085,SAM,1988,
246086,GDR,1980,
246087,GDR,1980,
246088,FRG,1968,Gold
246089,FRG,1972,
246090,GDR,1968,
246091,USA,1952,Bronze
246092,POL,1972,
246093,POL,1976,
246094,NOR,2004,
246095,RUS,2008,Silver
246096,RUS,2008,
246099,NOR,1924,
246100,NOR,1928,
246101,NOR,1928,
246102,NOR,1928,
246103,NOR,1928,
246104,NOR,1928,
246105,ESP,2000,
246106,GER,2012,
246107,CAN,1968,
246108,ESP,1924,
246109,ESP,1924,
246111,UKR,2016,
246112,ITA,1960,
246114,EST,2004,
246115,IND,2012,
246116,NOR,1936,Bronze
246117,GER,1952,
246118,GER,1956,Bronze
246119,GER,1960,
246120,SWE,1936,Bronze
246121,SWE,1936,Gold
246122,SWE,1948,
246123,SWE,1948,Bronze
246124,SWE,1952,
246125,SWE,1952,
246126,SWE,1956,
246127,SWE,1960,
246128,ITA,1984,
246129,ITA,1984,
246130,CHI,1968,
246131,CHI,1984,
246132,CHI,1988,
246133,GDR,1980,Silver
246141,GDR,1980,
246142,GER,2000,Gold
246143,GER,2000,Silver
246144,GER,2004,
246145,GER,2004,
246147,GDR,1988,
246148,GER,1992,
246149,GER,1996,
246150,ZIM,2000,
246151,ZIM,2000,
246152,ZIM,2004,
246153,ZIM,1964,
246154,GER,2000,Silver
246155,GER,2004,Silver
246156,FIN,1992,
246157,FIN,1992,
246158,FIN,1996,
246159,TUR,1936,
246160,NZL,1996,
246161,NZL,2000,
246162,NZL,2000,
246163,NZL,2004,Gold
246164,NZL,2004,
246166,NGR,2008,
246167,GER,2012,
246168,DEN,1924,
246169,DEN,1924,
246170,SUI,1980,
246171,GDR,1976,Gold
246172,GDR,1980,Gold
246173,AUT,1960,
246174,AUT,1960,
246175,AUT,1972,
246183,GER,1996,Bronze
246184,GER,1960,
246188,GDR,1976,
246189,GDR,1980,Bronze
246190,TUR,1924,
246191,TUR,1928,
246192,ANG,2000,
246193,TUR,2000,
246194,TUR,2004,
246209,KGZ,1996,
246210,KGZ,1996,
246213,KAZ,2000,
246214,KAZ,2004,
246215,KAZ,2008,
246216,GER,1952,Bronze
246217,GER,1952,Bronze
246218,RUS,1996,
246219,RUS,2000,Gold
246220,RUS,2004,
246221,VEN,1984,
246222,VEN,1984,
246223,VEN,1984,
246224,CRC,2004,
246225,URS,1980,Silver
246226,NGR,2016,Bronze
246227,NGR,2016,Bronze
246228,PAK,2008,
246229,PAK,2008,
246230,UZB,2016,
246231,URS,1988,Gold
246232,URS,1988,Gold
246233,URS,1988,Gold
246234,LTU,1996,
246235,RUS,2012,
246236,URS,1956,Silver
246237,URS,1960,Silver
246238,USA,1904,
246239,USA,1904,
246240,USA,1904,
246241,USA,1904,
246242,JPN,1972,
246243,NGR,2016,
246244,CAN,1992,
246245,CAN,1992,
246246,CAN,1992,
246247,CAN,1992,
246248,CAN,1992,
246249,CAN,1992,
246250,YUG,1960,
246251,JPN,2016,
246252,JPN,2004,
246253,JPN,2004,
246254,JPN,1984,
246255,JPN,1984,
246256,JPN,1988,
246257,JPN,1988,
246258,JPN,1964,
246259,AUT,1948,
246260,POL,1932,
246261,THA,1952,
246262,THA,1952,
246263,NGR,2004,
246264,USA,1996,
246265,USA,1996,
246266,USA,1996,
246267,USA,1996,
246268,USA,1996,
246269,USA,1996,
246270,USA,1996,
246271,USA,1996,
246272,THA,1984,Silver
246273,NGR,1992,
246274,RWA,2016,
246275,ESP,2000,Silver
246277,TUR,1960,
246278,TUR,2016,
246279,SRI,2012,
246280,TUR,1928,
246281,ESP,2008,
246282,ESP,2012,Bronze
246283,INA,1960,
246284,LUX,1928,
246287,CAN,1992,
246288,CAN,1992,
246289,USA,1904,
246290,USA,1904,
246291,USA,1904,Gold
246292,USA,2012,
246293,NOR,1992,Silver
246294,NOR,1996,Silver
246295,NOR,2000,
246296,SWE,2016,
246297,JPN,1972,
246298,LUX,1920,
246299,GER,1992,
246300,GER,1996,
246306,AUT,1984,
246307,GER,2008,
246309,SWE,1924,
246310,SWE,1980,
246312,GDR,1972,Bronze
246313,GDR,1972,
246314,GDR,1972,Silver
246315,AUT,1984,
246316,AUT,1984,
246317,GER,2004,
246318,GER,2004,
246319,GER,2008,
246320,GER,2008,
246321,GER,2012,
246322,ZIM,1964,
246323,GER,1964,Bronze
246324,ROU,2012,
246325,ROU,2012,
246326,ROU,2016,
246327,ROU,2016,
246328,ROU,1976,
246329,ROU,1976,Silver
246330,ROU,1976,
246331,ROU,1976,
246332,ROU,1976,Silver
246333,ROU,1976,Bronze
246334,ROU,1980,
246335,HUN,2004,
246336,HUN,2008,
246337,HUN,2012,Silver
246338,HUN,2016,
246340,GER,2016,Silver
246341,TUR,1988,
246342,TUR,1988,
246343,TUR,1960,
246346,GBR,2012,Bronze
246347,GBR,2016,Gold
246348,GBR,1948,
246356,GDR,1972,Silver
246357,GDR,1976,
246358,GDR,1980,Silver
246359,AUT,2016,
246360,AUS,1996,
246361,AUS,2000,
246362,USA,2016,
246363,GBR,1908,
246364,THA,1968,
246365,FIN,1928,
246366,FIN,1928,
246367,FIN,1928,
246368,FIN,1928,
246369,FIN,1928,
246370,FIN,1928,
246371,FIN,1928,
246372,FIN,1932,
246373,FIN,1932,Bronze
246374,FIN,1932,
246375,FIN,1936,
246376,FIN,1936,Bronze
246377,FIN,1936,
246378,FIN,1936,
246379,FIN,1936,
246380,FIN,1936,
246381,FIN,1936,
246382,FIN,1936,
246388,LAT,2016,
246400,AUS,2008,
246401,FRG,1988,Gold
246402,FRG,1988,Gold
246403,GER,1992,Gold
246404,GER,1992,Gold
246405,GER,1996,
246406,RUS,1912,
246407,FIN,1996,
246408,FIN,2000,
246409,FIN,2004,
246410,THA,1976,
246414,EST,1924,
246415,NZL,2000,
246416,NZL,2004,
246417,USA,2004,
246418,USA,2008,
246419,USA,1904,Silver
246420,GBR,1984,
246421,USA,1996,
246422,USA,2012,
246423,USA,2012,
246424,USA,2012,
246425,BEL,1900,Silver
246426,GBR,1948,
246427,AUS,1988,
246428,AUS,1988,
246429,NZL,2000,
246430,JPN,2004,
246431,JPN,2008,
246432,JPN,2012,
246442,JPN,1964,
246443,JPN,1964,
246444,KAZ,2008,
246445,URS,1952,
246446,URS,1952,
246447,TUR,2016,
246448,COL,2000,
246449,COL,2000,
246450,COL,2004,
246451,COL,2004,
246452,COL,2008,
246453,COL,2008,
246454,COL,2008,
246455,COL,2008,
246456,COL,2012,Silver
246457,COL,2016,
246458,MGL,2004,
246459,MGL,2008,
246460,MGL,2012,Bronze
246461,ARG,1928,
246462,ARG,1928,
246463,ARG,1928,
246464,CUB,1976,
246465,CUB,1976,
246466,YUG,1972,
246467,HUN,1948,
246468,HUN,1948,
246469,HUN,1952,
246470,HUN,1956,Gold
246471,TUR,1952,
246472,TUR,2004,
246473,TUR,2008,
246474,JPN,1992,
246475,ROU,1952,
246476,GER,1960,
246477,ISR,1996,
246478,ISR,1996,
